Date;Produit;Region;Ventes;Prix Unitaire;Cost Unit;Promo;Stock;Marketing Budget;Customer Satisfaction;Weather;Holiday;Revenue
2022-07-16;Produit_B;Rabat;91;87.68;15.1;1;925;3213;4.0;Sunny;No;7979.22
2022-07-17;Produit_C;Tanger;263;78.07;14.36;1;780;3406;4.7;Cloudy;No;20531.23
2022-07-18;Produit_D;Rabat;163;46.42;29.5;0;422;1179;2.1;Sunny;No;7566.31
2022-07-19;Produit_E;Tanger;265;65.93;35.32;0;837;2747;2.7;Cloudy;No;17470.27
2022-07-20;Produit_A;Rabat;115;34.32;17.28;1;186;3222;3.4;Sunny;Yes;3947.23
2022-07-21;Produit_B;Tanger;181;75.53;26.02;0;840;3448;3.8;Cloudy;No;13671.35
2022-07-22;Produit_C;Rabat;203;76.42;8.21;0;353;2968;1.8;Sunny;No;15513.71
2022-07-23;Produit_D;Tanger;282;66.82;16.95;1;594;3995;4.2;Cloudy;No;18842.86
2022-07-24;Produit_E;Rabat;75;82.61;37.35;0;677;3893;2.4;Sunny;No;6195.65
2022-07-25;Produit_A;Tanger;137;58.6;17.59;0;828;1934;4.4;Cloudy;Yes;8028.68
2022-07-26;Produit_B;Rabat;104;70.71;44.18;1;721;2962;1.0;Sunny;No;7353.69
2022-07-27;Produit_C;Tanger;151;96.85;29.87;0;561;4961;3.1;Cloudy;No;14624.66
2022-07-28;Produit_D;Rabat;165;47.93;11.65;1;757;3511;3.1;Sunny;No;7908.99
2022-07-29;Produit_E;Tanger;119;28.14;20.05;0;782;3055;3.1;Cloudy;No;3348.31
2022-07-30;Produit_A;Rabat;83;72.78;44.5;1;339;3176;2.9;Sunny;Yes;6040.38
2022-07-31;Produit_B;Tanger;228;29.32;15.79;0;697;1474;4.6;Cloudy;No;6685.3
2022-08-01;Produit_B;Tanger;200;96.5;19.08;1;685;4198;1.5;Cloudy;No;19300.07
2022-08-02;Produit_C;Rabat;255;39.58;18.64;0;276;1433;2.6;Sunny;No;10092.9
2022-08-03;Produit_D;Tanger;81;16.59;5.96;1;884;3778;4.8;Cloudy;No;1343.75
2022-08-04;Produit_E;Rabat;66;10.1;20.07;1;438;3744;3.4;Sunny;No;666.62
2022-08-05;Produit_A;Tanger;169;67.64;32.7;0;267;3189;3.5;Cloudy;Yes;11431.1
2022-08-06;Produit_B;Rabat;299;79.12;34.24;0;667;4571;4.3;Sunny;No;23657.5
2022-08-07;Produit_C;Tanger;77;80.33;11.95;0;844;2695;4.1;Cloudy;No;6185.27
2022-08-08;Produit_D;Rabat;130;35.96;20.95;1;712;3170;2.6;Sunny;No;4674.44
2022-08-09;Produit_E;Tanger;220;66.34;33.26;0;438;2870;1.5;Cloudy;No;14594.59
2022-08-10;Produit_A;Rabat;300;87.62;7.49;0;556;2339;4.1;Sunny;Yes;26287.1
2022-08-11;Produit_B;Tanger;219;38.21;40.31;1;317;3609;1.6;Cloudy;No;8368.09
2022-08-12;Produit_C;Rabat;81;56.11;16.67;1;726;2339;4.8;Sunny;No;4544.79
2022-08-13;Produit_D;Tanger;195;16.48;24.57;0;377;1366;3.4;Cloudy;No;3213.12
2022-08-14;Produit_E;Rabat;126;53.54;46.02;0;760;2047;3.9;Sunny;No;6746.57
2022-08-15;Produit_A;Tanger;146;41.78;47.34;0;669;4899;1.9;Cloudy;Yes;6099.22
2022-08-16;Produit_B;Rabat;70;62.96;49.3;1;706;2922;2.7;Sunny;No;4407.23
2022-08-17;Produit_C;Tanger;92;29.68;46.22;0;728;2970;4.2;Cloudy;No;2730.83
2022-08-18;Produit_D;Rabat;187;89.6;45.99;0;236;3619;1.0;Sunny;No;16755.91
2022-08-19;Produit_E;Tanger;195;95.37;29.36;0;991;2922;1.7;Cloudy;No;18597.75
2022-08-20;Produit_A;Rabat;199;98.37;45.6;1;623;1830;4.5;Sunny;Yes;19574.69
2022-08-21;Produit_B;Tanger;141;67.58;10.58;1;622;1689;2.2;Cloudy;No;9528.72
2022-08-22;Produit_C;Rabat;183;23.56;38.32;1;124;3000;2.8;Sunny;No;4310.91
2022-08-23;Produit_D;Tanger;63;55.22;24.88;1;177;3803;2.2;Cloudy;No;3478.72
2022-08-24;Produit_E;Rabat;237;40.89;15.75;1;391;4848;4.4;Sunny;No;9690.78
2022-08-25;Produit_A;Tanger;112;87.58;29.89;1;486;4921;1.9;Cloudy;Yes;9808.6
2022-08-26;Produit_B;Rabat;98;27.92;28.79;0;451;3674;3.7;Sunny;No;2735.86
2022-08-27;Produit_C;Tanger;152;91.96;48.92;1;761;1645;2.6;Cloudy;No;13978.05
2022-08-28;Produit_D;Rabat;201;50.77;28.03;0;386;1365;1.4;Sunny;No;10204.1
2022-08-29;Produit_E;Tanger;247;77.93;44.76;0;147;2042;4.4;Cloudy;No;19247.66
2022-08-30;Produit_A;Rabat;164;67.7;35.17;1;274;3411;1.5;Sunny;Yes;11102.47
2022-08-31;Produit_B;Tanger;84;72.8;36.44;1;693;3432;2.0;Cloudy;No;6115.42
2022-09-01;Produit_B;Tanger;210;79.93;5.02;0;319;3071;4.2;Cloudy;No;16786.2
2022-09-02;Produit_C;Rabat;199;48.76;34.99;1;531;2244;1.8;Sunny;No;9703.96
2022-09-03;Produit_D;Tanger;197;86.97;36.91;1;406;1053;2.1;Cloudy;No;17133.4
2022-09-04;Produit_E;Rabat;53;15.76;49.77;0;115;3357;4.6;Sunny;No;835.09
2022-09-05;Produit_A;Tanger;114;51.7;34.79;1;288;1496;4.1;Cloudy;Yes;5893.3
2022-09-06;Produit_B;Rabat;288;50.2;25.52;0;181;2664;4.4;Sunny;No;14458.4
2022-09-07;Produit_C;Tanger;92;79.15;35.67;1;544;4862;1.4;Cloudy;No;7281.93
2022-09-08;Produit_D;Rabat;130;79.82;11.85;1;232;3047;1.6;Sunny;No;10376.47
2022-09-09;Produit_E;Tanger;287;35.11;40.91;0;254;4860;4.0;Cloudy;No;10077.02
2022-09-10;Produit_A;Rabat;266;14.99;15.36;0;199;2550;2.4;Sunny;Yes;3987.97
2022-09-11;Produit_B;Tanger;183;10.5;32.38;0;467;1609;2.2;Cloudy;No;1920.8
2022-09-12;Produit_C;Rabat;103;78.37;15.89;1;247;3307;3.4;Sunny;No;8071.73
2022-09-13;Produit_D;Tanger;222;34.86;9.51;0;674;1542;1.1;Cloudy;No;7739.23
2022-09-14;Produit_E;Rabat;130;60.52;5.9;1;227;4554;1.6;Sunny;No;7866.99
2022-09-15;Produit_A;Tanger;86;61.0;5.31;0;387;3815;1.3;Cloudy;Yes;5245.64
2022-09-16;Produit_B;Rabat;94;12.68;37.73;1;858;4223;4.5;Sunny;No;1191.9
2022-09-17;Produit_C;Tanger;87;54.4;48.94;1;344;4873;3.3;Cloudy;No;4733.1
2022-09-18;Produit_D;Rabat;210;45.86;46.71;1;457;4740;4.4;Sunny;No;9630.05
2022-09-19;Produit_E;Tanger;264;96.76;29.09;0;693;3298;4.6;Cloudy;No;25544.12
2022-09-20;Produit_A;Rabat;218;51.61;39.96;0;860;2111;2.1;Sunny;Yes;11251.06
2022-09-21;Produit_B;Tanger;259;97.68;34.61;1;634;3176;3.6;Cloudy;No;25300.21
2022-09-22;Produit_C;Rabat;129;84.71;35.77;0;526;2344;1.2;Sunny;No;10927.15
2022-09-23;Produit_D;Tanger;100;25.48;21.95;1;696;2757;3.1;Cloudy;No;2548.15
2022-09-24;Produit_E;Rabat;173;73.59;22.3;0;848;3515;3.1;Sunny;No;12731.65
2022-09-25;Produit_A;Tanger;222;36.36;35.38;0;266;2429;2.5;Cloudy;Yes;8071.08
2022-09-26;Produit_B;Rabat;65;11.34;36.79;0;205;2638;4.4;Sunny;No;736.95
2022-09-27;Produit_C;Tanger;139;63.34;31.78;1;381;1399;3.4;Cloudy;No;8804.79
2022-09-28;Produit_D;Rabat;249;57.1;35.78;0;269;3107;4.5;Sunny;No;14217.2
2022-09-29;Produit_E;Tanger;70;62.41;49.23;1;546;4399;1.2;Cloudy;No;4368.52
2022-09-30;Produit_A;Rabat;299;28.49;34.69;1;980;2497;3.8;Sunny;Yes;8517.44
2022-10-01;Produit_B;Tanger;252;37.41;35.39;1;385;1720;2.0;Cloudy;No;9427.32
2022-10-02;Produit_C;Rabat;175;72.51;8.82;1;168;1178;3.3;Sunny;No;12689.56
2022-10-03;Produit_D;Tanger;299;54.94;45.21;0;955;1637;2.9;Cloudy;No;16427.78
2022-10-04;Produit_E;Rabat;178;42.67;5.43;0;670;3705;2.6;Sunny;No;7595.44
2022-10-05;Produit_A;Tanger;73;31.6;33.89;0;331;3310;1.8;Cloudy;Yes;2307.12
2022-10-06;Produit_B;Rabat;215;49.73;37.44;0;315;1928;4.6;Sunny;No;10691.4
2022-10-07;Produit_C;Tanger;254;97.66;22.76;1;962;1674;3.6;Cloudy;No;24806.46
2022-10-08;Produit_D;Rabat;260;12.85;39.06;0;467;1376;4.6;Sunny;No;3339.9
2022-10-09;Produit_E;Tanger;216;70.14;23.36;1;367;3693;3.3;Cloudy;No;15149.55
2022-10-10;Produit_A;Rabat;50;56.13;7.5;0;449;2718;1.4;Sunny;Yes;2806.45
2022-10-11;Produit_B;Tanger;235;60.74;30.94;0;405;2717;2.1;Cloudy;No;14275.05
2022-10-12;Produit_C;Rabat;163;95.95;19.28;1;535;1895;2.0;Sunny;No;15640.44
2022-10-13;Produit_D;Tanger;61;21.02;30.59;1;397;4139;1.1;Cloudy;No;1282.43
2022-10-14;Produit_E;Rabat;271;87.26;7.33;0;420;4013;1.6;Sunny;No;23646.42
2022-10-15;Produit_A;Tanger;228;22.39;38.05;0;946;1049;2.8;Cloudy;Yes;5106.05
2022-10-16;Produit_B;Rabat;205;47.6;15.16;1;925;2623;2.7;Sunny;No;9758.92
2022-10-17;Produit_C;Tanger;105;11.27;43.73;0;227;2526;1.7;Cloudy;No;1182.92
2022-10-18;Produit_D;Rabat;289;87.41;39.67;0;746;1933;4.7;Sunny;No;25260.3
2022-10-19;Produit_E;Tanger;255;44.74;11.07;1;133;4004;2.4;Cloudy;No;11407.76
2022-10-20;Produit_A;Rabat;226;93.56;26.35;0;808;3483;3.9;Sunny;Yes;21144.35
2022-10-21;Produit_B;Tanger;214;15.47;6.04;1;234;4720;2.0;Cloudy;No;3311.34
2022-10-22;Produit_C;Rabat;135;70.97;43.82;0;347;2553;4.5;Sunny;No;9581.21
2022-10-23;Produit_D;Tanger;168;20.83;48.55;1;121;1039;2.3;Cloudy;No;3498.98
2022-10-24;Produit_E;Rabat;170;95.72;26.49;1;475;2420;2.1;Sunny;No;16272.42
2022-10-25;Produit_A;Tanger;265;85.48;26.09;1;113;4014;4.2;Cloudy;Yes;22652.23
2022-10-26;Produit_B;Rabat;97;68.66;21.48;1;962;4070;3.0;Sunny;No;6659.63
2022-10-27;Produit_C;Tanger;134;16.21;39.41;1;925;4109;3.1;Cloudy;No;2171.51
2022-10-28;Produit_D;Rabat;192;12.65;46.17;0;746;3388;2.9;Sunny;No;2427.88
2022-10-29;Produit_E;Tanger;297;27.34;17.72;1;273;2766;1.0;Cloudy;No;8118.99
2022-10-30;Produit_A;Rabat;271;82.29;34.86;1;234;2915;1.5;Sunny;Yes;22299.37
2022-10-31;Produit_B;Tanger;144;56.77;44.7;1;297;2222;1.3;Cloudy;No;8174.34
2022-11-01;Produit_B;Tanger;223;37.04;47.96;1;122;2140;3.3;Cloudy;No;8260.25
2022-11-02;Produit_C;Rabat;164;42.19;44.76;1;230;1955;1.4;Sunny;No;6919.83
2022-11-03;Produit_D;Tanger;193;72.23;37.42;0;945;1286;3.4;Cloudy;No;13940.98
2022-11-04;Produit_E;Rabat;241;38.22;23.68;1;568;2176;2.9;Sunny;No;9211.1
2022-11-05;Produit_A;Tanger;188;76.7;33.25;0;701;3872;4.7;Cloudy;Yes;14418.86
2022-11-06;Produit_B;Rabat;53;65.35;11.77;1;743;3025;3.5;Sunny;No;3463.49
2022-11-07;Produit_C;Tanger;66;60.2;25.51;0;216;2099;3.0;Cloudy;No;3972.9
2022-11-08;Produit_D;Rabat;276;55.6;28.2;0;401;4121;1.3;Sunny;No;15346.98
2022-11-09;Produit_E;Tanger;59;39.63;21.75;1;406;3824;1.7;Cloudy;No;2338.1
2022-11-10;Produit_A;Rabat;198;82.72;39.3;0;705;1389;2.7;Sunny;Yes;16378.82
2022-11-11;Produit_B;Tanger;205;36.02;38.66;1;361;3682;4.2;Cloudy;No;7385.05
2022-11-12;Produit_C;Rabat;178;92.17;6.45;1;764;2597;1.5;Sunny;No;16405.97
2022-11-13;Produit_D;Tanger;207;63.55;13.57;0;616;2380;4.2;Cloudy;No;13154.94
2022-11-14;Produit_E;Rabat;184;57.33;10.18;1;764;2974;4.9;Sunny;No;10547.85
2022-11-15;Produit_A;Tanger;178;27.13;35.0;1;451;3768;3.6;Cloudy;Yes;4828.77
2022-11-16;Produit_B;Rabat;108;55.9;17.93;0;535;1165;3.5;Sunny;No;6036.88
2022-11-17;Produit_C;Tanger;209;19.18;20.46;0;327;4196;1.9;Cloudy;No;4007.63
2022-11-18;Produit_D;Rabat;200;56.61;36.51;1;518;3269;4.9;Sunny;No;11322.23
2022-11-19;Produit_E;Tanger;230;28.87;17.75;0;728;2254;1.2;Cloudy;No;6639.7
2022-11-20;Produit_A;Rabat;268;84.32;33.97;1;238;4821;4.3;Sunny;Yes;22597.89
2022-11-21;Produit_B;Tanger;198;26.5;32.23;0;729;1898;3.2;Cloudy;No;5247.32
2022-11-22;Produit_C;Rabat;269;21.95;14.98;0;738;1800;4.0;Sunny;No;5903.96
2022-11-23;Produit_D;Tanger;75;52.93;24.4;1;704;2189;4.6;Cloudy;No;3969.89
2022-11-24;Produit_E;Rabat;226;75.96;10.7;0;162;1335;2.1;Sunny;No;17167.29
2022-11-25;Produit_A;Tanger;94;73.6;5.76;1;790;2343;1.4;Cloudy;Yes;6918.08
2022-11-26;Produit_B;Rabat;76;84.92;5.22;0;920;3138;4.1;Sunny;No;6453.84
2022-11-27;Produit_C;Tanger;182;70.93;5.88;1;208;1699;1.1;Cloudy;No;12909.19
2022-11-28;Produit_D;Rabat;99;48.36;43.3;0;713;3746;3.8;Sunny;No;4788.09
2022-11-29;Produit_E;Tanger;174;70.81;15.97;1;765;1124;1.8;Cloudy;No;12320.81
2022-11-30;Produit_A;Rabat;168;58.6;30.28;0;663;1047;2.0;Sunny;Yes;9845.36
2022-12-01;Produit_B;Tanger;113;56.28;10.54;1;592;4583;3.5;Cloudy;No;6359.31
2022-12-02;Produit_C;Rabat;123;54.4;22.52;1;326;4400;2.6;Sunny;No;6691.47
2022-12-03;Produit_D;Tanger;278;82.89;30.47;0;243;4151;1.6;Cloudy;No;23044.47
2022-12-04;Produit_E;Rabat;80;27.02;30.65;0;624;1967;2.0;Sunny;No;2161.71
2022-12-05;Produit_A;Tanger;136;63.87;12.69;0;537;3502;2.2;Cloudy;Yes;8685.96
2022-12-06;Produit_B;Rabat;171;74.19;14.54;1;414;4673;4.4;Sunny;No;12686.09
2022-12-07;Produit_C;Tanger;50;33.37;49.54;0;180;3934;4.6;Cloudy;No;1668.33
2022-12-08;Produit_D;Rabat;274;21.58;28.13;0;450;1397;2.3;Sunny;No;5913.42
2022-12-09;Produit_E;Tanger;266;55.42;44.58;1;974;4162;2.2;Cloudy;No;14742.66
2022-12-10;Produit_A;Rabat;104;50.1;22.57;0;419;4097;1.1;Sunny;Yes;5209.9
2022-12-11;Produit_B;Tanger;264;98.05;42.12;0;857;4262;1.9;Cloudy;No;25885.94
2022-12-12;Produit_C;Rabat;239;80.12;17.18;1;251;1838;2.6;Sunny;No;19147.72
2022-12-13;Produit_D;Tanger;60;23.76;18.01;1;416;2694;1.6;Cloudy;No;1425.35
2022-12-14;Produit_E;Rabat;205;33.86;5.85;0;104;1613;3.7;Sunny;No;6941.37
2022-12-15;Produit_A;Tanger;276;31.97;24.96;0;786;4610;1.1;Cloudy;Yes;8824.42
2022-12-16;Produit_B;Rabat;81;88.65;37.27;0;651;1274;2.9;Sunny;No;7180.75
2022-12-17;Produit_C;Tanger;193;12.28;26.77;1;587;1830;1.1;Cloudy;No;2369.81
2022-12-18;Produit_D;Rabat;222;74.23;47.92;0;243;2426;4.2;Sunny;No;16478.47
2022-12-19;Produit_E;Tanger;227;59.04;8.11;0;169;3288;4.5;Cloudy;No;13401.06
2022-12-20;Produit_A;Rabat;250;70.38;6.22;0;642;3520;2.6;Sunny;Yes;17594.19
2022-12-21;Produit_B;Tanger;207;89.6;22.26;0;333;4589;3.3;Cloudy;No;18546.31
2022-12-22;Produit_C;Rabat;113;15.19;28.91;1;698;1194;2.4;Sunny;No;1716.25
2022-12-23;Produit_D;Tanger;54;98.57;23.39;0;554;4485;4.2;Cloudy;No;5322.76
2022-12-24;Produit_E;Rabat;64;39.33;43.32;0;878;2369;3.1;Sunny;No;2517.08
2022-12-25;Produit_A;Tanger;209;32.07;12.79;0;682;2244;2.4;Cloudy;Yes;6703.23
2022-12-26;Produit_B;Rabat;260;66.96;42.0;1;685;4508;2.9;Sunny;No;17410.49
2022-12-27;Produit_C;Tanger;287;41.52;27.29;0;643;1982;1.6;Cloudy;No;11917.22
2022-12-28;Produit_D;Rabat;292;47.72;26.21;0;205;1885;3.4;Sunny;No;13934.41
2022-12-29;Produit_E;Tanger;86;36.32;30.55;0;254;3631;4.5;Cloudy;No;3123.91
2022-12-30;Produit_A;Rabat;266;74.08;43.6;1;442;4677;1.2;Sunny;Yes;19704.07
2022-12-31;Produit_B;Tanger;235;62.56;13.75;1;554;4653;2.3;Cloudy;No;14701.14
2023-01-01;Produit_B;Tanger;95;19.05;42.99;0;877;1105;4.9;Cloudy;No;1809.8
2023-01-02;Produit_C;Rabat;274;31.44;23.13;0;1000;2902;4.4;Sunny;No;8615.31
2023-01-03;Produit_D;Tanger;130;49.63;15.86;0;878;2342;1.2;Cloudy;No;6452.31
2023-01-04;Produit_E;Rabat;250;88.46;14.48;1;956;1290;3.5;Sunny;No;22114.09
2023-01-05;Produit_A;Tanger;88;23.1;5.46;0;462;1828;2.9;Cloudy;Yes;2032.56
2023-01-06;Produit_B;Rabat;155;32.74;23.08;1;373;2442;3.0;Sunny;No;5074.76
2023-01-07;Produit_C;Tanger;136;34.07;22.31;1;465;2509;1.8;Cloudy;No;4633.92
2023-01-08;Produit_D;Rabat;103;51.37;49.49;0;673;2041;1.4;Sunny;No;5291.41
2023-01-09;Produit_E;Tanger;187;29.65;12.37;1;350;3948;2.9;Cloudy;No;5544.72
2023-01-10;Produit_A;Rabat;243;74.46;40.02;1;282;2094;3.2;Sunny;Yes;18093.78
2023-01-11;Produit_B;Tanger;163;31.79;9.18;0;650;2709;1.3;Cloudy;No;5181.04
2023-01-12;Produit_C;Rabat;156;88.12;39.03;1;637;4108;4.7;Sunny;No;13746.46
2023-01-13;Produit_D;Tanger;128;94.08;28.34;0;157;2109;2.9;Cloudy;No;12042.1
2023-01-14;Produit_E;Rabat;117;60.44;38.04;0;220;4138;2.7;Sunny;No;7071.15
2023-01-15;Produit_A;Tanger;79;78.48;35.49;1;171;3411;1.6;Cloudy;Yes;6199.91
2023-01-16;Produit_B;Rabat;123;88.36;29.81;1;930;1244;1.1;Sunny;No;10868.49
2023-01-17;Produit_C;Tanger;202;11.79;11.08;1;420;3206;3.3;Cloudy;No;2382.48
2023-01-18;Produit_D;Rabat;272;77.41;12.87;1;383;1490;4.6;Sunny;No;21054.66
2023-01-19;Produit_E;Tanger;227;26.51;32.03;1;624;4220;3.2;Cloudy;No;6016.95
2023-01-20;Produit_A;Rabat;189;58.65;39.77;0;941;4819;4.7;Sunny;Yes;11085.51
2023-01-21;Produit_B;Tanger;178;97.28;35.07;0;550;2673;3.7;Cloudy;No;17315.23
2023-01-22;Produit_C;Rabat;133;42.07;43.32;1;208;1586;4.0;Sunny;No;5595.53
2023-01-23;Produit_D;Tanger;209;13.48;32.75;0;752;2525;4.2;Cloudy;No;2816.82
2023-01-24;Produit_E;Rabat;234;27.39;33.43;1;370;2611;3.9;Sunny;No;6409.57
2023-01-25;Produit_A;Tanger;60;85.65;25.57;0;303;3197;1.3;Cloudy;Yes;5138.91
2023-01-26;Produit_B;Rabat;82;97.77;41.27;1;365;4442;2.3;Sunny;No;8017.08
2023-01-27;Produit_C;Tanger;101;56.71;38.75;0;878;2045;3.1;Cloudy;No;5727.57
2023-01-28;Produit_D;Rabat;136;37.64;41.5;1;338;1946;1.8;Sunny;No;5119.07
2023-01-29;Produit_E;Tanger;171;14.77;21.7;1;173;4744;3.4;Cloudy;No;2525.79
2023-01-30;Produit_A;Rabat;240;37.48;9.99;1;144;1455;2.7;Sunny;Yes;8994.04
2023-01-31;Produit_B;Tanger;244;54.76;39.56;0;818;3866;4.6;Cloudy;No;13362.52
2023-02-01;Produit_B;Tanger;61;68.76;20.64;1;914;4337;1.3;Cloudy;No;4194.5
2023-02-02;Produit_C;Rabat;152;63.15;46.4;1;852;4503;2.6;Sunny;No;9598.8
2023-02-03;Produit_D;Tanger;135;18.29;22.19;1;523;1278;4.3;Cloudy;No;2469.22
2023-02-04;Produit_E;Rabat;197;16.15;39.98;1;649;3520;2.9;Sunny;No;3181.09
2023-02-05;Produit_A;Tanger;283;18.9;24.88;1;431;2025;3.2;Cloudy;Yes;5348.3
2023-02-06;Produit_B;Rabat;214;32.64;49.91;0;991;1118;3.1;Sunny;No;6984.75
2023-02-07;Produit_C;Tanger;295;49.35;18.61;0;103;3675;1.5;Cloudy;No;14558.21
2023-02-08;Produit_D;Rabat;260;56.95;35.55;0;496;2231;4.7;Sunny;No;14807.99
2023-02-09;Produit_E;Tanger;184;66.08;30.48;1;120;1078;3.9;Cloudy;No;12158.66
2023-02-10;Produit_A;Rabat;238;63.81;45.17;0;723;4744;4.6;Sunny;Yes;15187.19
2023-02-11;Produit_B;Tanger;300;78.3;26.44;0;949;1334;2.4;Cloudy;No;23491.41
2023-02-12;Produit_C;Rabat;90;66.06;40.65;0;705;1675;1.7;Sunny;No;5945.26
2023-02-13;Produit_D;Tanger;286;21.83;13.5;1;919;3144;4.8;Cloudy;No;6242.65
2023-02-14;Produit_E;Rabat;249;76.16;35.51;0;732;3169;1.5;Sunny;No;18964.02
2023-02-15;Produit_A;Tanger;233;35.81;42.76;0;906;3647;1.0;Cloudy;Yes;8344.69
2023-02-16;Produit_B;Rabat;228;57.18;42.84;1;689;1889;2.3;Sunny;No;13038.08
2023-02-17;Produit_C;Tanger;56;90.33;42.05;1;432;3431;3.9;Cloudy;No;5058.76
2023-02-18;Produit_D;Rabat;180;64.71;11.3;0;965;3259;2.6;Sunny;No;11648.39
2023-02-19;Produit_E;Tanger;81;32.13;17.99;1;417;3131;1.4;Cloudy;No;2602.32
2023-02-20;Produit_A;Rabat;101;30.07;39.19;1;372;2642;1.8;Sunny;Yes;3037.46
2023-02-21;Produit_B;Tanger;222;58.93;40.42;1;724;1163;2.6;Cloudy;No;13083.04
2023-02-22;Produit_C;Rabat;217;56.9;41.12;0;673;4552;1.9;Sunny;No;12348.36
2023-02-23;Produit_D;Tanger;104;95.6;42.4;1;776;4126;2.1;Cloudy;No;9942.56
2023-02-24;Produit_E;Rabat;156;92.22;27.53;1;487;1716;1.8;Sunny;No;14386.99
2023-02-25;Produit_A;Tanger;130;27.34;48.49;1;490;1721;3.3;Cloudy;Yes;3554.67
2023-02-26;Produit_B;Rabat;50;90.1;41.58;0;520;1656;3.5;Sunny;No;4505.24
2023-02-27;Produit_C;Tanger;117;63.23;33.73;1;878;3643;4.2;Cloudy;No;7397.37
2023-02-28;Produit_D;Rabat;123;65.6;35.12;1;528;1637;4.8;Sunny;No;8068.84
2023-03-01;Produit_B;Tanger;77;88.24;24.52;1;563;4311;1.4;Cloudy;No;6794.7
2023-03-02;Produit_C;Rabat;202;86.25;5.91;1;166;4087;2.9;Sunny;No;17422.99
2023-03-03;Produit_D;Tanger;166;90.8;26.03;1;758;2290;3.5;Cloudy;No;15073.08
2023-03-04;Produit_E;Rabat;224;44.17;39.43;1;367;1582;1.2;Sunny;No;9895.12
2023-03-05;Produit_A;Tanger;165;72.7;14.56;0;931;3705;3.1;Cloudy;Yes;11995.43
2023-03-06;Produit_B;Rabat;211;34.7;43.66;0;366;3316;4.9;Sunny;No;7322.3
2023-03-07;Produit_C;Tanger;178;88.07;39.14;1;595;1082;4.4;Cloudy;No;15676.62
2023-03-08;Produit_D;Rabat;296;19.06;10.12;0;490;4636;3.8;Sunny;No;5641.59
2023-03-09;Produit_E;Tanger;247;71.18;37.69;1;199;1534;4.0;Cloudy;No;17580.85
2023-03-10;Produit_A;Rabat;155;99.54;18.53;0;321;2725;1.9;Sunny;Yes;15428.66
2023-03-11;Produit_B;Tanger;293;55.59;9.83;1;192;3404;4.5;Cloudy;No;16287.21
2023-03-12;Produit_C;Rabat;218;72.29;16.89;0;610;2063;2.5;Sunny;No;15760.15
2023-03-13;Produit_D;Tanger;268;27.75;34.83;0;831;1830;4.2;Cloudy;No;7436.98
2023-03-14;Produit_E;Rabat;190;82.59;20.84;0;442;1722;1.9;Sunny;No;15691.84
2023-03-15;Produit_A;Tanger;54;70.78;38.2;1;475;4240;1.3;Cloudy;Yes;3821.89
2023-03-16;Produit_B;Rabat;105;19.14;49.15;1;333;2561;4.0;Sunny;No;2009.88
2023-03-17;Produit_C;Tanger;188;71.58;32.9;1;903;4531;1.9;Cloudy;No;13456.18
2023-03-18;Produit_D;Rabat;140;61.88;14.37;0;945;2329;3.0;Sunny;No;8662.69
2023-03-19;Produit_E;Tanger;69;74.49;14.38;1;998;4347;2.7;Cloudy;No;5139.85
2023-03-20;Produit_A;Rabat;206;79.43;16.09;0;959;4717;2.8;Sunny;Yes;16363.49
2023-03-21;Produit_B;Tanger;135;10.52;36.23;1;869;3815;3.6;Cloudy;No;1420.08
2023-03-22;Produit_C;Rabat;86;99.92;19.22;0;613;1405;4.8;Sunny;No;8593.04
2023-03-23;Produit_D;Tanger;252;40.98;22.37;0;730;1401;1.6;Cloudy;No;10327.5
2023-03-24;Produit_E;Rabat;207;94.25;10.2;0;430;3574;1.8;Sunny;No;19510.2
2023-03-25;Produit_A;Tanger;53;30.34;23.12;0;629;1169;2.6;Cloudy;Yes;1608.13
2023-03-26;Produit_B;Rabat;282;85.88;11.08;0;120;2738;3.7;Sunny;No;24216.99
2023-03-27;Produit_C;Tanger;281;63.61;7.02;0;775;2631;3.3;Cloudy;No;17874.21
2023-03-28;Produit_D;Rabat;272;22.31;46.92;1;162;4830;1.1;Sunny;No;6068.09
2023-03-29;Produit_E;Tanger;64;63.21;20.25;1;285;2655;3.8;Cloudy;No;4045.22
2023-03-30;Produit_A;Rabat;235;46.63;20.54;0;413;3469;2.6;Sunny;Yes;10958.98
2023-03-31;Produit_B;Tanger;259;28.22;27.89;1;860;1651;2.9;Cloudy;No;7308.36
2023-04-01;Produit_B;Tanger;170;75.02;12.65;1;732;3637;3.7;Cloudy;No;12753.81
2023-04-02;Produit_C;Rabat;243;43.56;13.45;1;103;3272;4.5;Sunny;No;10584.58
2023-04-03;Produit_D;Tanger;249;74.1;14.07;1;526;4983;4.5;Cloudy;No;18449.83
2023-04-04;Produit_E;Rabat;120;82.08;38.38;1;243;1472;1.6;Sunny;No;9849.55
2023-04-05;Produit_A;Tanger;193;58.49;13.62;1;915;4805;2.9;Cloudy;Yes;11288.33
2023-04-06;Produit_B;Rabat;212;94.16;13.13;1;227;3707;2.5;Sunny;No;19961.22
2023-04-07;Produit_C;Tanger;179;68.72;16.28;0;127;4364;4.4;Cloudy;No;12301.7
2023-04-08;Produit_D;Rabat;182;69.86;40.15;1;807;1124;3.9;Sunny;No;12713.92
2023-04-09;Produit_E;Tanger;158;30.22;13.61;0;628;4770;2.8;Cloudy;No;4773.99
